Id,Predicted
0,38.93958438732525
1,31.388818127240185
2,21.846238782428866
3,32.7566861462777
4,33.40371213567431
5,21.222733874327222
6,33.859797753328934
7,21.733113219600543
8,32.773231088921946
9,23.065673519547715
10,37.42468763669744
11,15.182717567154175
12,30.391505060935096
13,22.13502092460958
14,34.52525202256591
15,30.16425019674874
16,38.16596239677914
17,30.472890780126605
18,30.5437646875263
19,27.09551904281605
20,37.626436320855255
21,32.12665272760444
22,44.7743338503034
23,30.31709691964643
24,29.97621244477814
25,34.37860451251153
26,25.674892594828705
27,20.68197006997434
28,32.02822309276675
29,34.03842807673223
30,25.87365495888339
31,35.6193933554981
32,28.945786822238468
33,13.632386664051587
34,39.44414512235795
35,19.495390365586953
36,20.58066513513945
37,34.90643382434885
38,17.877511565875203
39,22.513359204456794
40,21.08537699269089
41,24.029105253370822
42,36.76591216114968
43,37.4892807046143
44,41.11016097614102
45,32.030791756255
46,40.724568609455
47,31.835611173933888
48,21.13816868424081
49,31.478782369375207
50,37.06346172893677
51,22.982909213018736
52,31.262901997150617
53,23.431581739776124
54,24.09523555729193
55,34.92943684144596
56,27.698574422415163
57,27.77465714442763
58,30.987626001343557
59,32.22682383292275
60,20.254827846592264
61,21.023651726789076
62,37.37736762622592
63,14.517960414748218
64,31.460891983697316
65,26.228676341152514
66,21.318587822905187
67,20.26059322784244
68,23.512716059244
69,31.792806598819617
70,22.754537229774442
71,19.31260041695219
72,29.62358940305228
73,22.701557742322706
74,35.65656867474608
75,40.61646727578607
76,31.220352644255758
77,30.398009086728337
78,19.91918758215367
79,27.59970001632777
80,21.005797143297585
81,27.905013434421083
82,32.72744036417957
83,38.15219012785461
84,18.57808334774825
85,41.05282865449001
86,21.2205616301598
87,22.233075873517265
88,24.93888306826222
89,21.90248564854958
90,30.420316740092133
91,20.27933826581602
92,17.95596324267334
93,33.36894528641264
94,21.195637178208187
95,18.71263970052961
96,23.02386341053226
97,32.90925010472235
98,38.387839603837705
99,48.02138302399072
100,27.27720235463312
101,34.639125137267584
102,21.470484268008498
103,35.64288474614702
104,21.780331903186664
105,25.052533095286044
106,21.61254739155773
107,20.284884993628733
108,35.78888384217167
109,19.795795440896132
110,34.77547722704459
111,21.47172407629088
112,15.002617646440626
113,22.969479275800275
114,22.341335309488862
115,37.00684119226372
116,17.17046249611093
117,24.33787175719857
118,30.95719603976419
119,14.154988855106335
120,34.74424916414861
121,26.465943555595643
122,22.449664674492688
123,40.179004553740036
124,30.127973597288737
125,19.304692140377668
126,33.64839543945622
127,35.56998153352409
128,32.72666313492739
129,23.228757247077652
