Id,Predicted
0,27.772898721194053
1,26.194072700698058
2,11.502758986952754
3,39.43315899624886
4,40.32106175469115
5,20.037254480089537
6,39.5562821977244
7,20.689577362200744
8,38.7693823059455
9,16.41224834245862
10,35.4154041840443
11,13.58504539412141
12,33.923287768926585
13,32.52847597132861
14,35.55554367814674
15,33.38210106023123
16,34.400218684784875
17,32.53258237088428
18,15.82697157115337
19,15.092867862600162
20,35.44765834647738
21,21.292638807808853
22,58.487603192877096
23,30.30158992484485
24,26.797095959678373
25,27.86047145868053
26,22.046981986347916
27,27.12968105251931
28,35.65800368692227
29,26.64475288982917
30,15.406034255879302
31,41.64436377561855
32,24.757785576599524
33,17.734158492788985
34,36.98502742037413
35,13.331630459511231
36,18.789487570596876
37,27.343612041052886
38,17.210047943259873
39,15.271575203948762
40,18.2863893702702
41,29.695378479905962
42,47.430840646695394
43,25.07321263468515
44,42.429651319533924
45,31.614027601161943
46,42.94270057182565
47,32.51608798870874
48,22.095622950030226
49,28.827072567726102
50,34.345550428603644
51,19.570950908894694
52,28.162335185277307
53,18.957108431011974
54,27.88171739415915
55,27.20551632132265
56,27.099701804589863
57,32.686600490402085
58,17.518511603569973
59,20.85772772580756
60,18.87446791629016
61,25.751984147292248
62,36.78441880679219
63,22.071165080076376
64,18.485322548722554
65,27.276013616077922
66,15.19516494983221
67,22.118302355939967
68,14.939126826396523
69,27.48336551334106
70,31.32912736384366
71,16.399039148667963
72,23.038948104855905
73,25.308820078353282
74,39.72446257793986
75,43.42238714337547
76,41.43466016685134
77,37.47137541373291
78,17.61833450212446
79,29.582694382983096
80,27.363006928998836
81,25.048712133102015
82,32.08453248427637
83,36.04763415613162
84,17.829671782004034
85,42.36642255077422
86,20.32148439473454
87,24.94716499819849
88,31.41228867691297
89,18.228004597996083
90,34.71265754934554
91,11.390780587463022
92,20.4452257936872
93,29.68830805974487
94,18.65817147234978
95,24.34646745920523
96,17.983462200240062
97,36.81096148391906
98,42.91706285256466
99,51.90021066187238
100,33.11431653110173
101,48.24118985196973
102,20.342728366121186
103,42.97079924256298
104,11.318348401151598
105,30.201714298289993
106,26.8915144130718
107,22.11543839340385
108,27.787618793937604
109,22.68735054989859
110,27.523634096121025
111,24.693348246278834
112,17.482501472090163
113,28.48198578279944
114,15.547342922810875
115,47.48968502749693
116,24.234833881419412
117,23.618251219606186
118,33.98155393698528
119,3.595175477567315
120,25.089102633747636
121,36.04173267999051
122,18.042874367903913
123,42.671293017952806
124,18.727099495390146
125,15.542152972968827
126,22.681150829563112
127,33.02596793937423
128,26.051048947218504
129,18.145052615589943
130,19.620910822577226
131,39.615328155296226
132,29.533450422829368
133,43.75017239298446
134,53.20931646494589
135,12.559228145745376
136,22.508307182343223
137,32.7902635785433
138,21.074854213565157
139,26.705124803112085
140,20.1538006935972
141,26.577809901986786
142,21.215823577524226
143,25.60887123560245
144,40.588809439109475
145,30.59832432805747
146,23.014055949704904
147,35.49561420716487
148,38.99041416760389
149,27.623311481011935
150,35.131542324117525
151,27.233016930711493
152,54.218440645184636
153,22.50950244160101
154,38.07113328007154
155,35.671950652704126
156,19.317227384754457
157,25.969672055461558
158,39.200424796423384
159,30.89110917634738
160,45.3206589637003
161,28.65399730871598
162,19.002374021816077
163,25.3080540867875
164,53.31170882512651
165,38.82583860934355
166,53.72731844564267
167,38.60766488212717
168,41.71605719969668
169,21.75240673114476
170,34.39901742154441
171,20.0899303391494
172,16.418241945508857
173,39.1483026334401
174,21.910811446591588
175,28.697995974075212
176,31.035357266432893
177,29.946379339750735
178,26.457403372764954
179,31.510680719005908
180,31.51115307968668
181,18.611528641224094
182,15.324449465450709
183,40.54326012670287
184,22.749246579751436
185,17.057083264269593
186,12.434793472390256
187,14.996765375597471
188,15.441103650971206
189,39.962686736194236
190,39.71537321040782
191,43.47828161116346
192,43.68031380132681
193,22.851039256709022
194,19.76069916550801
195,17.96554919821075
196,20.190399271411543
197,18.227478545113605
198,17.377400603489285
199,20.695158066206744
200,19.139786970030592
201,16.600906340632154
202,44.02786484405964
203,21.93114469182804
204,16.10895892074966
205,29.624220334781118
206,24.585557908820803
207,11.556924952390515
208,32.90786986552736
209,67.38529431100044
210,33.040998644845615
211,16.993561586169825
212,13.075707210038429
213,19.23945523135556
214,32.82297638071964
215,31.532759859937563
216,16.849750311807597
217,31.85731519616391
218,36.104811408643705
219,36.66879150361703
220,19.813913050625835
221,23.875162977911558
222,21.253068171008312
223,39.13433082176894
224,20.4638481007325
225,39.763184857002116
226,33.60177444882939
227,28.55914523762496
228,40.78865335725079
229,15.73164971893555
230,43.36151227587776
231,42.46595791357253
232,29.234646451851088
233,36.25331280630369
234,36.946405748024084
235,30.625936625153994
236,19.224487643035438
237,51.675628351101174
238,22.52356627709817
239,43.8171713638412
240,32.37290536634848
241,36.2221020004272
242,17.798238298605753
243,18.617337131259696
244,62.020601045524735
245,23.266433421302636
246,25.05052566389891
247,27.829534302366536
248,10.987635149046556
249,44.64495161954664
250,43.406345382856195
251,29.817599021345032
252,24.87974928486492
253,27.652880698255796
254,21.868627760923935
255,50.49463705348119
256,32.41288639760855
257,17.536747188055358
258,49.777863051497455
259,27.54793357103658
260,19.5748920944775
261,20.87258007890569
262,35.356574028026344
263,28.852969896967764
264,31.954518557553747
265,22.421650107865585
266,28.49228367535471
267,22.900492367251317
268,33.628448492715165
269,14.501628529169276
270,21.898486081925718
271,31.300731554165143
272,16.134651300363494
273,22.84142509250041
274,55.163587810588126
275,23.41573918747685
276,31.833627132591136
277,37.780949080187334
278,39.92522684624737
279,26.327955668716154
280,23.38950598785849
281,25.15200119874852
282,42.45598549452895
283,30.53402768289292
284,26.921012027203027
285,13.905974937278827
286,26.499360097312287
287,40.405921567507434
288,29.265776093155583
289,28.946304438295794
290,33.53430032793086
291,27.780044695102873
292,19.100908046995222
293,19.77236896254111
294,18.910093256897564
295,37.64572960772734
296,26.550736834063144
297,22.497387940525527
298,28.07400697421584
299,55.76809063357039
300,20.00810345221724
301,14.170758087762843
302,28.917380101875526
303,25.239729038283773
304,30.018044669018373
305,12.01389765434284
306,41.52202913513353
307,25.73791193748692
308,15.0119872292692
309,22.693281777695702
310,25.35359925007409
311,53.207508973499436
312,9.793257171476435
313,42.68364895645127
314,22.011383790653483
315,35.43712906349113
316,30.39290268522471
317,28.522854582848264
318,17.077988589139235
319,21.751100808176744
320,30.704130458382437
321,32.864926968388424
322,19.36208212038335
323,21.47986979393297
324,30.523664512796472
325,25.70251681417787
326,33.776661448974494
327,14.711914500784989
328,34.52856055600868
329,29.15066579031139
330,26.155480135983563
331,24.917344207803175
332,25.487065481197117
333,23.089669093609032
