Id,gender,mean_pitch,max_pitch,min_pitch,jitter,shimmer,energy,zcr_mean,spectral_centroid_mean,tempo,hnr,num_words,num_characters,num_pauses,silence_duration,duration,spectral_bandwidth,spectral_rolloff,MFCC-1-5,MFCC-2-5,MFCC-3-5,MFCC-4-5,MFCC-5-5,MFCC-6-5,MFCC-7-5,MFCC-8-5,MFCC-9-5,MFCC-10-5,MFCC-11-5,MFCC-12-5,MFCC-13-5,MFCC-1-50,MFCC-2-50,MFCC-3-50,MFCC-4-50,MFCC-5-50,MFCC-6-50,MFCC-7-50,MFCC-8-50,MFCC-9-50,MFCC-10-50,MFCC-11-50,MFCC-12-50,MFCC-13-50,MFCC-1-95,MFCC-2-95,MFCC-3-95,MFCC-4-95,MFCC-5-95,MFCC-6-95,MFCC-7-95,MFCC-8-95,MFCC-9-95,MFCC-10-95,MFCC-11-95,MFCC-12-95,MFCC-13-95,MFCCD-1-5,MFCCD-2-5,MFCCD-3-5,MFCCD-4-5,MFCCD-5-5,MFCCD-6-5,MFCCD-7-5,MFCCD-8-5,MFCCD-9-5,MFCCD-10-5,MFCCD-11-5,MFCCD-12-5,MFCCD-13-5,MFCCD-1-50,MFCCD-2-50,MFCCD-3-50,MFCCD-4-50,MFCCD-5-50,MFCCD-6-50,MFCCD-7-50,MFCCD-8-50,MFCCD-9-50,MFCCD-10-50,MFCCD-11-50,MFCCD-12-50,MFCCD-13-50,MFCCD-1-95,MFCCD-2-95,MFCCD-3-95,MFCCD-4-95,MFCCD-5-95,MFCCD-6-95,MFCCD-7-95,MFCCD-8-95,MFCCD-9-95,MFCCD-10-95,MFCCD-11-95,MFCCD-12-95,MFCCD-13-95,mean_silence,silence_ratio,wps
0,1,1056.9174,3945.161,145.3875,0.0220817325055027,0.1710764246757973,0.0031358134584532,0.0329631073771109,1549.6070500600424,80.74951172,-116.66233765744694,69,281,2,38.19850340136055,38.47714285714286,2432.03341997412,3074.278846153846,-503.3323669433594,62.573706817626956,-61.21163215637207,0.4487553179264069,-15.85635757446289,-13.718449974060057,-19.933341217041015,-25.141034889221192,-0.4949626922607416,-21.59198932647705,-24.949033546447755,0.15463862866163294,-16.64704189300537,-385.0727233886719,112.9587631225586,4.419198036193848,32.601348876953125,22.333091735839844,16.954809188842773,12.669212341308594,4.850372314453125,13.89886474609375,2.0760228633880615,6.717601776123047,11.378735542297363,0.833192765712738,-251.15761566162115,190.42869720458984,57.59871444702148,79.1686569213867,57.20882720947265,31.518876457214354,29.655558586120602,21.00779781341551,38.66873245239255,15.456663703918455,20.647844123840333,24.721041107177733,12.99194517135619,-18.023669815063478,-8.444416427612303,-11.910988903045654,-5.561661911010742,-5.283947944641113,-3.573943781852722,-4.332809257507324,-3.725172758102417,-2.998805117607117,-3.3370242357254027,-3.587963223457336,-2.0352932453155517,-2.570989990234375,-1.6410456895828247,-0.6437301635742188,0.6365958452224731,-0.013139978982508183,-0.001150714815594256,0.073850616812706,0.12030962854623795,0.12506535649299622,-0.003240293823182583,0.044927820563316345,0.06585582345724106,0.029279693961143494,0.04926954209804535,23.75260181427002,11.785985183715814,10.159221458435058,5.695751953124996,4.981244754791252,3.35636932849884,3.698004364967345,3.220166945457458,2.9801867485046385,3.067539072036742,3.107341623306272,2.0042631149291985,2.295245552062986,19.099251700680274,0.9927583122058506,1.7932724437513923
1,1,1231.8457,3999.172,145.56432,0.0265708000746378,0.1325853935543565,0.0067832980414301,0.1238946052751457,2344.817369187901,89.10290948,-78.25382429532267,69,281,27,29.605442176870746,31.836507936507935,2894.2175416290715,4790.121089477761,-511.2672149658203,-12.426288795471192,-58.099083709716794,0.7389020204544061,-39.11202545166016,-14.121341133117676,-17.349050521850586,-13.319783592224121,-21.185443878173828,-27.50775012969971,-20.217889022827148,-32.741203689575194,-20.226078033447266,-307.5908508300781,126.66450500488281,-0.2726469337940216,43.32598114013672,9.926191329956055,19.442703247070312,6.444493770599365,8.72579288482666,-1.096595048904419,-5.567690372467041,2.012868881225586,-11.174152374267578,-2.4586644172668457,-214.68683013916012,198.08342742919922,48.92204170227051,100.86308670043947,57.4692726135254,48.80757980346681,25.931014060974128,28.184338188171388,18.79011497497559,9.712796115875248,17.210285377502444,7.013583230972291,14.59937181472779,-20.20978546142578,-18.39163932800293,-9.94973020553589,-6.117796754837036,-6.841398096084594,-4.236030387878418,-3.755240297317505,-3.3692482471466065,-3.3929044008255005,-3.0933942794799805,-3.1264530658721923,-3.2117136240005495,-2.559184217453003,-0.32272034883499146,-0.1126009002327919,-0.019257066771388054,-0.277500718832016,0.07268042862415314,-0.01047983206808567,-4.460016862140037e-05,0.011426017619669437,0.032103076577186584,-4.379749225336127e-05,0.043549370020627975,0.0542132705450058,4.426638497534441e-06,20.81383457183838,18.311363029479992,9.549405956268313,7.751747035980225,6.554891109466556,4.252265310287476,3.472897815704346,3.1797952175140387,3.1506849288940435,2.928973841667176,2.813168120384217,3.024990820884706,2.585062408447266,1.0964978584026202,0.9299211532845675,2.167323129082116
2,1,958.29065,3445.449,145.67374,0.0180435860602581,0.0962894382497858,0.0044783296168206,0.0891488882211538,1939.5748962818748,123.046875,-71.63074211960677,6,22,2,2.275555555555556,2.405895833333333,3058.532492247269,4689.67782079646,-479.75992584228516,96.66198539733887,-48.17698860168457,-9.469053506851196,-56.349141120910645,-10.79016637802124,-35.498809814453125,-18.312744617462158,-20.07518434524536,-16.280516147613525,-13.830607891082764,-19.409031867980957,-19.97235107421875,-287.9739227294922,151.74735260009766,-14.384358406066895,29.43204116821289,-0.7531751096248627,21.297086715698242,0.1771746575832367,2.0821807384490967,-4.029526710510254,3.0280160903930664,2.47632896900177,-2.496711492538452,-0.07518351078033447,-204.49320220947266,204.33306884765625,17.336781978607178,84.58296203613281,22.855538845062256,45.71149921417236,16.018405437469482,16.695096969604492,14.349984169006348,16.951170444488525,20.26190710067749,8.598351001739502,16.325929164886475,-11.430887222290039,-6.909767270088196,-6.825046181678772,-5.692605376243591,-4.570776343345642,-3.0096622109413147,-2.8181958198547363,-3.889434337615967,-3.083890676498413,-2.5723085403442383,-2.3406651616096497,-2.273380696773529,-2.4363426566123962,-1.113415002822876,-0.12776438519358635,0.18166305124759674,-0.3545980304479599,-0.6089203655719757,-0.25484780967235565,-0.3507510870695114,0.0010018744505941868,0.399993360042572,-0.2696000039577484,-0.028002682141959667,-0.02097341138869524,-0.11580658331513405,16.16081428527832,7.302377104759216,6.605889916419983,5.758953928947449,5.209241628646851,3.5836299657821655,4.143074989318848,3.6362919211387634,2.0797600746154785,3.4847493767738342,2.2722197771072388,2.4647082090377808,3.0854172110557556,1.137777777777778,0.9458246379698024,2.4938735571469395
3,0,1396.5417,3998.8948,145.41223,0.0272900771655568,0.0889012450057843,0.0148927387971445,0.0970539411374451,1832.059112513784,123.046875,-101.53301292023268,69,281,31,22.15183673469388,31.69922902494331,3336.0806802647253,5622.925671829229,-414.0322723388672,51.18263244628906,-51.666439056396484,-11.343164443969727,-5.526888370513916,-5.8095502853393555,-29.307823181152344,-19.323686599731445,-21.22163200378418,-22.412023544311523,-19.345945358276367,-20.165637969970703,-20.275585174560547,-314.26812744140625,122.95612335205078,13.928503036499023,18.663055419921875,19.830745697021484,15.24482536315918,1.831429123878479,3.5356502532958984,0.5852845907211304,-1.148008108139038,-2.4375967979431152,-1.8548611402511597,-1.5629398822784424,-212.65293884277344,214.06829833984375,58.33566665649414,77.72018432617188,60.42696762084961,40.91631317138672,17.38961410522461,17.90920639038086,14.054181098937988,10.81347942352295,14.916232109069824,11.330885887145996,11.780506610870361,-16.964898109436035,-14.406527042388916,-10.476967334747314,-8.026535511016846,-4.903187036514282,-3.3574408292770386,-4.324118137359619,-3.1290791034698486,-3.018620729446411,-2.8525795936584473,-2.752002239227295,-2.4532551765441895,-2.6214624643325806,-0.5689837336540222,-0.3927360475063324,0.25087249279022217,0.11794745177030563,0.0,-0.008195582777261734,-0.005901162046939135,0.011600534431636333,0.0,0.0,0.0,0.0,0.017640765756368637,18.949474334716797,15.658101558685303,9.916038513183594,7.279279708862305,5.412207365036011,3.4905452728271484,4.336629152297974,3.1482688188552856,3.1563737392425537,2.6907695531845093,2.7866554260253906,2.4181591272354126,2.4498571157455444,0.7145753785385123,0.6988131073239405,2.17670909111719
4,1,1633.8677,3999.7632,145.36313,0.0216210987189453,0.1038554564664848,0.0013692209986504,0.1409501774569268,2534.6111683881727,112.34714674,-134.91406976567893,69,281,35,22.430476190476192,33.0,3631.228108944551,6609.163388558521,-533.2860961914063,-24.19183559417725,-58.219230270385744,-17.16567497253418,-25.67657356262207,-9.200384616851807,-43.432059097290036,-7.928381299972535,-38.38002662658691,-33.785806274414064,-24.609278869628906,-12.881140518188477,-23.99645118713379,-394.1344299316406,93.60043334960938,2.843949317932129,22.041996002197266,19.80025291442871,18.724918365478516,-0.6125860214233398,8.968757629394531,-6.86814022064209,0.18027731776237488,0.07055103778839111,5.235347270965576,-0.8750696182250977,-250.23589782714842,188.7125915527344,41.481262207031264,88.30944290161133,60.007795333862305,49.87560729980469,17.074523162841796,32.00828933715822,10.491874313354494,18.48913955688477,15.225530338287356,22.073752021789552,11.743861103057862,-20.55861930847168,-16.00142469406128,-8.467473030090332,-6.794894361495972,-6.799509763717651,-3.9393832445144654,-5.170886993408203,-3.692037582397461,-4.522911500930786,-4.178377294540406,-3.1641004323959354,-2.852864074707031,-3.046125960350037,-0.4586944580078125,-0.10301462560892105,0.2722608745098114,-0.09061726182699203,0.023967361077666283,-0.017615746706724167,0.07055122405290604,0.03913135454058647,0.046080462634563446,0.008960683830082417,0.03800349682569504,-0.009627485647797585,0.058587126433849335,22.697165679931643,16.903217887878426,7.4093463897705085,7.4688966274261475,6.1212918281555195,4.237479066848756,4.618282461166385,3.454348921775819,4.069255352020264,3.9319989442825327,2.9210204362869265,2.9148471832275398,2.6924046754837048,0.6408707482993198,0.6797113997113997,2.090909090909091
5,0,1043.3937,3974.3835,152.72447,0.0257779461606412,0.1088057388002498,0.0009765670938729,0.0559910765481651,1740.7018552512943,135.99917763,-85.45554636535665,2,10,1,2.523174603174603,2.5231458333333334,3403.8882583171094,4273.4375,-540.4873901367188,119.27449188232421,-80.80142211914062,4.810492897033692,1.825972080230713,-3.868734836578369,-44.48659820556641,-3.838959121704101,-24.737468719482422,-37.458747100830074,0.030567711591720732,-22.74829521179199,-36.19397735595703,-435.9605712890625,151.03163146972656,-8.184164047241211,33.813934326171875,27.674259185791016,9.074207305908203,-2.3713903427124023,12.454797744750977,-3.224663019180298,-9.894354820251465,12.85981273651123,-9.866585731506348,-12.30004596710205,-308.4677673339844,192.47105712890624,33.68086395263672,62.59475555419921,57.4911880493164,38.475393676757804,21.434197235107415,26.80633316040039,6.862625694274901,8.943678283691405,37.0869903564453,0.8713218688964842,9.781143951416015,-13.219495201110838,-3.933387613296509,-11.35214500427246,-3.8497620105743406,-4.684208393096924,-3.778587818145752,-4.332867813110352,-2.253013277053833,-3.8137134552001952,-4.531411361694336,-3.3385102272033693,-1.9190185785293579,-3.8381242752075195,-2.744849681854248,0.013799285516142845,0.901669442653656,-0.25437450408935547,0.2702910602092743,0.23327094316482544,0.26646360754966736,0.052335627377033234,0.20554855465888977,0.0835985317826271,-0.1283443570137024,-0.06383615732192993,-0.041196487843990326,17.971664047241198,4.746911048889159,8.427043724060049,3.1352035522460935,3.584872913360595,3.4055104732513426,3.9666328430175772,1.8777027606964094,2.584135770797728,3.472591066360471,3.408268117904663,1.8079764366149902,4.16972074508667,2.523174603174603,1.0000114023695696,0.7926612776708969
6,0,1685.1119,3999.5852,145.6659,0.0213560288883015,0.0894084068437476,0.0050746167726343,0.1507531888455623,2503.981083328545,151.99908088,-111.679084056145,69,281,28,19.458321995464846,26.421179138321996,3735.464400121754,7177.472621066289,-454.60070037841797,0.5712638199329376,-51.72672176361084,-27.581055641174316,-25.73896598815918,-10.953865051269531,-32.92859363555908,-16.13938856124878,-31.378575801849365,-31.175940990447998,-36.44083309173584,-20.721192836761475,-19.63352108001709,-318.826416015625,106.01656723022461,-5.299261093139648,16.180025100708008,4.423814058303833,9.381598949432373,0.1428949162364006,1.6821969747543335,-11.2138671875,-2.7065012454986572,-14.021493911743164,-3.3810728788375854,-5.85278058052063,-231.1683349609375,184.04576873779297,34.99028396606445,60.16581726074219,31.742238521575928,29.220130443572998,16.875145435333252,21.241775035858154,3.656324088573456,14.125130653381348,1.7967105209827423,10.595510721206665,6.015181064605713,-17.05307149887085,-14.226554870605469,-8.335747718811035,-6.475369453430176,-5.13985550403595,-3.572617471218109,-4.291244745254517,-3.6038724184036255,-2.6713391542434692,-3.9678245186805725,-3.4171576499938965,-2.905133366584778,-2.3117493391036987,-0.44820454716682434,-0.3050435483455658,0.009025986073538661,0.00398682989180088,0.003984858049079776,0.016581797040998936,0.014265005011111498,-0.0043520331382751465,0.008388969814404845,0.02067510597407818,0.0035722717875614762,0.02852438483387232,0.02665014285594225,20.770402431488037,15.545512437820435,7.699386358261108,6.2367517948150635,4.887362122535706,3.4788116812705994,3.8228321075439453,3.7757545113563538,2.5690958499908447,3.5292160511016846,3.0779448747634888,2.534937262535095,2.1728901863098145,0.6949400712666016,0.7364668281303905,2.611541280529775
7,0,1383.9468,3973.5286,148.644,0.0152068041454336,0.0735485934567048,0.0082747630111045,0.0721558988764045,2112.056001712507,123.046875,-46.0849376354986,6,15,2,1.9708390022675737,2.0636875,4577.994091065703,7981.556056701031,-407.2892211914062,39.35374565124512,-62.86422119140625,-13.457283306121825,-22.954036235809326,-10.88506302833557,-45.68326950073242,-13.031249141693115,-18.77479305267334,-13.650959873199463,-24.076114082336424,-9.469202804565429,-12.74528365135193,-284.0923156738281,101.96648025512695,11.539155960083008,32.85411071777344,14.760036945343018,21.38084602355957,-10.632176876068115,11.83770227432251,-3.1034255027770996,8.854372024536133,-6.746726989746094,1.7613356709480286,6.0192060470581055,-191.33967208862305,168.0598617553711,47.77654342651367,94.53971099853514,53.29509620666503,45.57973461151123,6.602564764022827,36.7666259765625,16.03553709983825,26.192496013641357,6.84775846004486,19.431931114196775,19.4707293510437,-20.120886421203615,-10.428437280654908,-11.154481410980225,-6.754326415061951,-5.370405006408691,-3.8980057597160336,-4.260653352737426,-3.658700931072235,-3.0764487266540526,-3.2233388662338256,-3.3522560715675356,-3.0392096042633057,-3.008975636959076,-0.9717941284179688,-1.1188932657241821,-0.46804873645305634,-0.5279634296894073,-0.08666965737938881,-0.07705683633685112,-0.23282833397388458,0.06080104410648346,0.26468995213508606,0.05574602633714676,0.20415934175252914,0.2813597321510315,-0.05011342279613018,28.44844017028808,16.1995418548584,11.592858791351317,7.4160984516143795,5.896218395233154,3.966465294361114,4.071384501457214,3.6003033280372607,3.071166098117828,3.3327102541923517,3.251683735847473,2.6778139829635617,2.7513959407806383,0.9854195011337868,0.9550084507792841,2.9074169417608045
8,1,1465.3152,3999.6648,145.39381,0.020371015867976,0.0890011473761586,0.0073721896690449,0.1582276965725806,2497.038193834084,143.5546875,-114.97704920651684,69,281,46,23.916553287981856,35.98546485260771,3184.0233306696014,6210.592552923387,-526.0693572998047,1.1245167374610903,-68.31609573364257,-35.87082290649414,-59.62082424163818,-35.08464889526367,-46.872777175903316,-31.337009620666503,-28.97454719543457,-35.1591251373291,-32.1059928894043,-25.715373229980468,-34.30669803619385,-329.2349548339844,106.39107513427734,-5.566987752914429,8.620595455169678,-0.7311488091945648,4.565999269485474,-0.4764910787343979,-7.468797206878662,-3.5817922353744507,-7.101664304733276,-8.118120193481445,-7.06801700592041,-9.960906982421875,-171.70684890747071,214.83213043212888,47.61515979766844,59.17295894622801,40.93151664733886,35.764035034179685,20.761092758178687,10.1795114994049,16.17489309310912,6.541848230361937,5.6071327209472415,5.609131979942297,2.3213524937629613,-22.89254455566406,-17.628294372558592,-10.217733097076415,-6.322290849685669,-7.724031066894531,-4.523960399627685,-4.872135186195373,-3.2951900959014893,-3.628722500801086,-3.4869094014167787,-3.234149610996246,-2.646867763996124,-3.112470197677612,-1.088070034980774,-0.41545651853084564,0.11883001402020454,-0.09865304827690125,0.06117683835327625,-0.019827711395919323,0.021270879544317722,0.11668674275279045,0.028585550375282764,0.017431369051337242,0.011167841032147408,-0.041262079030275345,0.010872109793126583,28.862827396392813,19.98432512283325,9.562168502807603,6.783556556701657,7.583613252639768,4.37273781299591,4.7503079175949035,3.0565891861915575,3.4128625273704527,3.2694592118263204,2.9429990887641884,2.798366212844846,3.070510566234588,0.5199250714778664,0.6646170442966703,1.9174408412567683
9,1,692.27057,3960.8286,145.45409,0.0179422214875933,0.1284668636181762,0.0009377938125513,0.0642274100825471,2225.098897075537,135.99917763,-25.985415379519026,0,0,1,2.439002267573696,2.439,5600.784902224557,11221.854530567685,-444.6333068847656,26.205310821533203,3.145866298675537,2.606696748733521,-36.566427612304686,-17.1007080078125,-40.0982666015625,-11.832751846313476,-27.028017425537108,3.030553436279297,-28.876056671142578,-16.607158660888672,-10.970670127868653,-353.9660949707031,112.83760070800781,36.816612243652344,42.92979431152344,0.8828572034835815,9.029383659362793,-18.86382293701172,7.023658752441406,2.3256235122680664,22.165098190307617,-16.520034790039062,-1.8289788961410522,6.243511199951172,-302.91773681640626,140.99572143554687,65.5480255126953,61.59207611083984,20.83261795043945,33.476715850830075,-0.6513258218765261,30.3872688293457,20.93898239135742,36.434175109863276,0.856556677818294,16.996848678588865,23.10230941772461,-12.036485862731933,-9.260818481445312,-4.627956199645996,-5.325337696075439,-6.7715987205505375,-5.5882336616516115,-2.779713249206543,-3.283264636993408,-4.515292739868164,-2.330378198623657,-3.308641481399536,-3.220266056060791,-2.7338412284851072,-0.32976430654525757,-0.2305731475353241,-0.02938232384622097,0.03367827832698822,0.23007047176361084,0.5623809099197388,-0.09601777046918869,0.0977860614657402,0.022415153682231903,0.11231090873479843,-0.19446058571338654,-0.11744655668735504,0.07434029877185822,14.456786155700682,10.014287567138668,5.7316698074340815,6.136472129821777,5.521249771118164,4.073754215240478,2.8604412555694565,3.1514357566833495,4.62160711288452,2.482829713821411,2.6938540935516357,2.9642687320709222,3.441893434524536,2.439002267573696,1.0000009297145125,0.0
